2018-06-27 10:26:55.173944,68,42,123,32,160,48,28
2018-06-27 10:26:55.745432,65,52,118,43,163,46,26
2018-06-27 10:26:55.984037,37,49,118,31,164,42,30
2018-06-27 10:26:56.217874,60,50,121,31,163,53,32
2018-06-27 10:26:56.455658,60,50,123,25,150,47,20
2018-06-27 10:26:56.692077,65,47,114,50,164,50,30
2018-06-27 10:26:56.973984,65,62,130,27,162,33,25
2018-06-27 10:26:57.218736,57,54,121,29,163,46,9
2018-06-27 10:26:57.469024,53,49,117,35,149,48,29
2018-06-27 10:26:57.709512,66,49,120,28,162,47,24
2018-06-27 10:26:57.939980,60,48,121,39,164,46,27
2018-06-27 10:26:58.165113,57,52,131,34,161,48,28
2018-06-27 10:26:58.390124,63,50,124,28,166,50,28
2018-06-27 10:26:58.622441,66,55,122,25,166,45,31
2018-06-27 10:26:58.853657,74,43,117,31,164,49,29
2018-06-27 10:26:59.095125,71,53,122,41,164,48,28
2018-06-27 10:26:59.431182,59,56,120,30,152,49,8
2018-06-27 10:26:59.664425,61,52,106,43,155,46,28
2018-06-27 10:26:59.969625,81,46,129,32,164,41,29
2018-06-27 10:27:00.222226,61,51,123,15,166,42,20
2018-06-27 10:27:00.475372,67,56,118,18,164,46,45
2018-06-27 10:27:00.711744,58,49,122,35,163,48,18
2018-06-27 10:27:00.947095,73,49,123,34,160,58,30
2018-06-27 10:27:01.185090,77,52,87,33,163,47,27
2018-06-27 10:27:01.422920,58,56,125,31,163,44,26
2018-06-27 10:27:01.662625,60,46,121,35,163,47,33
2018-06-27 10:27:01.906879,58,49,141,34,163,47,28
2018-06-27 10:27:02.145982,58,52,116,51,161,53,43
2018-06-27 10:27:02.396797,62,49,121,30,165,45,29
2018-06-27 10:27:02.712616,66,50,121,26,159,41,30
2018-06-27 10:27:02.944916,62,54,124,31,161,44,18
2018-06-27 10:27:03.205896,73,51,119,30,159,49,31
2018-06-27 10:27:03.433666,68,47,121,35,155,48,28
2018-06-27 10:27:03.674190,38,53,124,28,162,42,26
2018-06-27 10:27:03.913433,59,51,123,31,161,42,27
2018-06-27 10:27:04.142933,64,53,118,31,137,46,29
2018-06-27 10:27:04.374540,58,52,83,25,167,41,27
2018-06-27 10:27:04.609693,60,53,131,31,162,50,34
2018-06-27 10:27:04.849803,64,53,120,31,147,45,29
2018-06-27 10:27:05.075827,55,56,125,32,164,49,34
2018-06-27 10:27:05.305505,56,43,118,38,167,47,27
2018-06-27 10:27:05.529027,55,43,124,31,163,49,28
2018-06-27 10:27:05.760438,62,52,121,29,160,49,28
2018-06-27 10:27:05.994464,33,50,128,28,161,54,28
2018-06-27 10:27:06.221207,56,45,133,33,163,48,28
2018-06-27 10:27:06.456219,63,54,123,33,162,40,26
2018-06-27 10:27:06.697292,49,52,117,27,155,47,25
2018-06-27 10:27:07.027914,63,50,121,34,163,46,27
2018-06-27 10:27:07.257695,65,35,122,30,166,61,27
2018-06-27 10:27:07.493948,67,52,113,33,162,49,19
2018-06-27 10:27:07.762296,62,63,121,33,159,46,29
2018-06-27 10:27:08.016045,61,50,121,31,163,46,34
2018-06-27 10:27:08.275389,67,51,118,29,161,41,25
2018-06-27 10:27:08.508670,66,54,119,35,158,50,29
2018-06-27 10:27:08.738310,52,49,114,29,160,48,30
2018-06-27 10:27:08.966004,58,52,120,47,159,46,26
2018-06-27 10:27:09.201331,53,45,116,45,165,48,26
2018-06-27 10:27:09.438534,60,53,120,31,163,50,12
2018-06-27 10:27:09.671254,39,63,118,33,154,48,28
2018-06-27 10:27:09.984057,55,49,117,33,163,38,29
2018-06-27 10:27:10.291928,63,45,105,31,164,49,27
2018-06-27 10:27:10.528811,63,48,113,34,166,43,32
2018-06-27 10:27:10.764565,61,49,94,25,167,48,22
2018-06-27 10:27:10.998400,47,51,124,33,169,36,28
2018-06-27 10:27:11.240681,73,49,109,28,167,47,24
2018-06-27 10:27:11.481472,62,24,119,29,160,56,27
2018-06-27 10:27:11.711533,61,51,121,29,165,43,27
2018-06-27 10:27:11.938528,65,52,116,32,167,48,27
2018-06-27 10:27:12.184720,61,50,116,37,158,43,41
2018-06-27 10:27:12.416807,55,72,118,30,163,41,24
2018-06-27 10:27:12.649612,60,42,133,31,160,42,30
2018-06-27 10:27:12.884976,56,46,125,34,163,47,28
2018-06-27 10:27:13.122309,66,47,120,33,165,43,27
2018-06-27 10:27:13.363434,56,51,114,33,162,38,27
2018-06-27 10:27:13.598335,61,51,123,33,164,44,15
2018-06-27 10:27:13.873018,62,51,115,29,141,39,30
2018-06-27 10:27:14.117580,62,58,123,35,167,45,26
2018-06-27 10:27:14.351046,57,50,109,35,162,44,28
2018-06-27 10:27:14.571803,62,57,122,26,166,49,27
2018-06-27 10:27:14.899566,66,51,124,37,155,50,29
2018-06-27 10:27:15.228926,53,51,125,35,161,39,29
2018-06-27 10:27:15.464733,58,49,113,29,157,41,24
2018-06-27 10:27:15.699235,56,49,120,33,165,46,27
