2018-06-27 10:30:49.237861,89,46,63,27,17,28,8
2018-06-27 10:30:49.797777,74,47,48,11,12,28,1
2018-06-27 10:30:50.136224,91,48,61,29,6,31,7
2018-06-27 10:30:50.371164,91,42,68,27,11,34,9
2018-06-27 10:30:50.612266,62,53,65,24,14,31,6
2018-06-27 10:30:51.205612,85,52,64,27,13,35,8
2018-06-27 10:30:51.501031,88,47,66,28,15,35,9
2018-06-27 10:30:51.741938,86,48,61,28,12,31,10
2018-06-27 10:30:51.973584,92,59,56,31,13,33,14
2018-06-27 10:30:52.230543,93,44,68,24,15,23,9
2018-06-27 10:30:52.485732,79,51,60,38,12,30,0
2018-06-27 10:30:52.747153,93,52,68,30,13,42,16
2018-06-27 10:30:52.995577,94,41,62,25,25,25,20
2018-06-27 10:30:53.237128,94,32,60,30,13,33,9
2018-06-27 10:30:53.474639,86,56,70,28,13,17,8
2018-06-27 10:30:53.711126,101,37,60,38,14,34,0
2018-06-27 10:30:53.949837,96,53,65,28,18,34,8
2018-06-27 10:30:54.200758,102,44,84,32,16,32,7
2018-06-27 10:30:54.443762,90,51,67,29,30,34,6
2018-06-27 10:30:54.684695,111,41,67,27,13,35,3
2018-06-27 10:30:54.941766,94,49,55,30,7,46,11
2018-06-27 10:30:55.173811,92,44,67,31,12,46,24
2018-06-27 10:30:55.482468,92,51,46,26,13,37,18
2018-06-27 10:30:55.716035,94,45,62,26,11,33,14
2018-06-27 10:30:55.954023,99,39,59,22,23,34,7
2018-06-27 10:30:56.292342,90,47,68,33,14,34,8
2018-06-27 10:30:56.528042,86,48,63,29,11,30,7
2018-06-27 10:30:56.778611,100,67,90,34,18,28,2
2018-06-27 10:30:57.017039,92,52,61,25,16,34,9
2018-06-27 10:30:57.245017,85,48,58,32,12,31,7
2018-06-27 10:30:57.528442,87,42,68,30,12,29,7
2018-06-27 10:30:57.761739,95,38,60,18,10,30,10
2018-06-27 10:30:57.995788,93,40,61,9,14,26,6
2018-06-27 10:30:58.252279,105,46,64,30,12,34,8
2018-06-27 10:30:58.482939,87,52,72,28,13,32,8
2018-06-27 10:30:58.773672,93,45,67,26,10,30,0
2018-06-27 10:30:59.058731,88,52,67,27,13,34,7
2018-06-27 10:30:59.306816,90,46,64,11,8,33,0
2018-06-27 10:30:59.541456,91,53,64,27,15,35,4
2018-06-27 10:30:59.779803,94,50,61,37,12,32,8
2018-06-27 10:31:00.032927,84,48,63,26,12,32,0
2018-06-27 10:31:00.264943,89,50,67,13,15,34,9
2018-06-27 10:31:00.490346,80,67,59,29,9,32,6
2018-06-27 10:31:00.723209,98,48,64,26,14,30,4
2018-06-27 10:31:00.993827,85,40,61,38,13,34,13
2018-06-27 10:31:01.234647,87,49,76,11,14,33,7
2018-06-27 10:31:01.460164,84,48,76,32,12,32,0
2018-06-27 10:31:01.727908,88,50,61,28,12,37,0
2018-06-27 10:31:02.035628,93,50,65,21,14,33,18
2018-06-27 10:31:02.288241,83,47,67,25,14,31,9
2018-06-27 10:31:02.550743,89,46,53,26,11,32,5
2018-06-27 10:31:02.782049,92,37,63,29,13,31,5
2018-06-27 10:31:03.022479,91,45,61,25,12,30,6
2018-06-27 10:31:03.389836,96,49,59,37,14,33,7
2018-06-27 10:31:03.618045,93,66,56,23,11,42,8
2018-06-27 10:31:03.870572,90,50,62,25,11,32,6
2018-06-27 10:31:04.103184,89,36,47,31,9,32,5
2018-06-27 10:31:04.338201,87,40,60,31,8,29,7
2018-06-27 10:31:04.569083,94,48,65,26,11,51,9
2018-06-27 10:31:04.802481,87,45,69,31,15,30,6
2018-06-27 10:31:05.035135,91,44,68,24,14,31,7
2018-06-27 10:31:05.272742,93,52,67,34,28,32,6
2018-06-27 10:31:05.499383,89,45,58,24,11,30,9
2018-06-27 10:31:05.718841,89,49,69,29,13,34,2
2018-06-27 10:31:05.949900,88,55,63,29,15,21,8
2018-06-27 10:31:06.194721,90,46,73,25,13,33,0
2018-06-27 10:31:07.059113,63,47,61,27,22,29,7
2018-06-27 10:31:07.293926,83,51,49,30,9,37,8
2018-06-27 10:31:07.535469,92,49,69,32,12,33,5
2018-06-27 10:31:07.768947,68,51,53,29,16,25,11
2018-06-27 10:31:08.010600,100,49,63,28,18,38,8
2018-06-27 10:31:08.247312,95,46,67,27,15,35,8
2018-06-27 10:31:08.485607,84,50,65,25,10,31,7
2018-06-27 10:31:08.718431,92,49,68,39,16,32,7
2018-06-27 10:31:08.957872,88,52,68,26,14,35,6
2018-06-27 10:31:09.210407,88,46,63,41,16,30,7
2018-06-27 10:31:09.462722,86,45,64,27,14,31,6
2018-06-27 10:31:09.702088,86,48,64,30,10,35,7
2018-06-27 10:31:09.939870,100,46,62,31,9,33,7
2018-06-27 10:31:10.187671,89,45,62,26,12,33,8
2018-06-27 10:31:10.526525,101,48,63,38,16,44,5
2018-06-27 10:31:10.761339,88,49,66,40,13,34,8
2018-06-27 10:31:11.018746,88,40,62,22,5,32,7
2018-06-27 10:31:11.258100,94,49,60,30,16,34,5
2018-06-27 10:31:11.501065,90,46,62,22,14,48,4
2018-06-27 10:31:11.733288,84,48,69,29,13,24,0
2018-06-27 10:31:11.965716,88,47,67,27,8,31,5
2018-06-27 10:31:12.204716,79,47,62,29,15,30,3
2018-06-27 10:31:12.445201,95,48,68,29,14,32,9
2018-06-27 10:31:12.684830,63,49,67,28,15,35,5
2018-06-27 10:31:12.924165,96,50,80,30,7,29,6
2018-06-27 10:31:13.159386,79,47,64,12,14,33,3
2018-06-27 10:31:13.399544,88,58,62,29,12,39,8
2018-06-27 10:31:13.631120,85,44,70,27,11,31,10
2018-06-27 10:31:13.866654,84,37,68,16,15,33,3
2018-06-27 10:31:14.114640,92,50,63,22,14,40,6
2018-06-27 10:31:14.338929,87,52,66,19,8,30,7
2018-06-27 10:31:14.568984,90,48,66,27,15,33,6
2018-06-27 10:31:14.829071,97,40,65,28,12,26,6
2018-06-27 10:31:15.063584,79,58,70,31,24,33,8
2018-06-27 10:31:15.308603,89,51,66,24,21,36,8
2018-06-27 10:31:15.547414,85,55,65,35,12,33,10
2018-06-27 10:31:15.785346,90,56,70,32,11,30,11
2018-06-27 10:31:16.035889,85,54,70,30,12,28,14
2018-06-27 10:31:16.368239,94,49,67,30,15,44,8
2018-06-27 10:31:16.598523,97,47,74,30,14,33,8
2018-06-27 10:31:16.829720,76,50,66,30,0,33,0
2018-06-27 10:31:17.084878,91,52,60,31,16,36,6
2018-06-27 10:31:17.382349,88,49,70,25,14,33,17
2018-06-27 10:31:17.700766,85,51,77,16,15,33,12
2018-06-27 10:31:17.937406,87,50,63,29,16,43,7
2018-06-27 10:31:18.176355,82,52,72,33,15,34,11
2018-06-27 10:31:18.419199,78,50,77,42,1,26,11
2018-06-27 10:31:18.651738,85,41,64,28,12,31,7
2018-06-27 10:31:18.891504,87,41,67,28,9,33,8
2018-06-27 10:31:19.238323,103,52,64,23,18,39,6
2018-06-27 10:31:19.474293,86,46,70,29,13,29,6
2018-06-27 10:31:19.741006,91,48,70,26,19,28,6
2018-06-27 10:31:19.969157,97,30,79,24,18,35,5
2018-06-27 10:31:20.200852,93,47,63,26,8,32,9
